开放粤语例句词库

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）

［粤语例句］*［国语释义］

 揸住手噉教佢	手把手地教他
佢现在同个女仔行紧	他现在跟一个女孩子谈恋爱

佢生得咁靓，畀人索油都唔出奇啦	她长得这么漂亮，有时难免被男人占便宜

佢生得好细粒	他长得个儿小

佢生得好靓仔	他长得很漂亮

佢生成系咁面青青	她长的就是那么一张不红润的脸

佢生过两个仔女	她生过两个孩子

佢产后大出血，靠输血吊住条命	她产后大出血，靠输血维持生命

佢用件衫搂住个头唔想畀人睇到	他用衣服蒙着头不想让别人看见

佢畀三本书我	他给我三本书

佢畀人打咗一餐	他给人打了一顿

佢畀人睇见	他被人家看见

佢畀人阴到争啲命都冇呀	他被人害得差点连命都没有

佢畀人闹到一面屁	他给人骂得满脸羞惭

佢畀人闹到死死吓	他挨了一顿臭骂

佢畀个波省到个鼻哥	他让球砸中了鼻子

佢畀咗袋生果过我	他给了我一袋水果

佢畀我问到口哑哑	他被我质问得哑口无言

佢畀班学生激到扎扎跳	他被这帮学生气得跳起来

佢畀石头揜亲只脚	他的脚被石头砸了

佢畀老窦闹到死死吓	他让老爸骂得垂头丧气的

佢畀老豆徇咗一餐	他被父亲臭骂了一顿

佢当你是佢家姐咁滞	他差不多把你当成他的姐姐了

佢瘦得真凄凉	他瘦得很厉害

佢瘦蜢蜢噉，唔知系唔系生虫？	他瘦瘦的，不知是不是长了寄生虫？

佢癫咗	他疯了

佢发烧，有啲唔开胃	他发烧，胃口有点不好

佢真系大个仔啦，唔驶我再操心喇	他确实长大了，不用我再操心了

佢真系知悭识俭喇	他真会精打细算

佢真系讲得好标准噶	他真的讲得很标准啊

佢真系长气袋，讲起话嚟鸡啄唔断	他真是能说，说起话来没完没了

佢真客气，又斟茶又盛	他真客气，又倒茶又什么的

佢真有公德心	他真有公德观念

佢真有把炮	他真有办法

佢真癐，一笪落床就瞓着咗啰	他真累，一倒在床上就睡着了

佢眼光光噉唔知喺度谂乜	他愣愣的，不知道在想什么

佢眼光光噉望住啲劫匪将珠宝首饰抢掠一空	她干瞪着眼看着劫匪把珠宝首饰抢掠一空

佢眼光光噉望住的劫匪将珠宝首饰抢掠一空	她干瞪着眼看着劫匪把珠宝首饰抢掠一空

佢眼光光噉，我哋喺侧边行过佢都见唔到	他眼睁睁的不知看甚么，我们从他身边走过他都看不见

佢眼定定噉望住幅相，唔知谂乜嘢？	他两眼发直地看着这张照片，不知想什么？

佢睇化咗咯，乜都唔理	他都看透了，什么都不理

佢睇落好后生	他看来很年轻

佢睇落好得意	他看来很可爱

佢睇落好精神	他看来很精神

佢睇落好细粒，但全部都系肌肉嚟	他看来个子很小，可是全身都是肌肉

佢睇落好翻好多	他看来好起来了很多

佢瞓到过晒钟仲唔起身	他睡过了时间还不起床

佢瞓唔够，唔怪之得咁木独啦	他睡眠不足，怪不得那么迟钝了

佢瞓得好淰吖	他睡得很熟

佢知呃唔到人，咪死死气认咗佢啰	他知道再骗不了人，不就勉为其难地承认啰

佢知唔知丑噶啫？	他知不知耻啊？

佢知道冇得升职之后，就放怶晒嘞	他知道提职没他的份儿以后，做事就不起劲了

佢硬系要去	他偏偏要去

佢究竟想点？	他到底想怎样？

佢笑咗好耐	他笑了很久

佢笑笑口噉讲	他微笑着说

佢第一轮就畀人筛咗出局，入唔到决赛	他第一轮就被淘汰出局，进不了决赛

佢等咗你好耐喇	他等你很久了

佢粒声唔出走咗	他一声不响走了

佢约我同佢听晚食饭	她约我明天晚上跟她吃饭

佢细个嗰阵时好驯品㗎	她小时候挺温顺的

佢经常挨更抵夜埋头学外语	他经常起早睡晚埋头学外语

佢经历咗咁多嘢，乜都睇化晒喇	他经历了那么多事，甚么都看透了

佢经验仲未够，识啲唔识啲点得嘅唧？	他经验还不够，一知半解怎么行？

佢细个嗰阵最曳喇	他小的时候最淘气了

佢翻嚟一下，连随出咗去	他回来一下，随即出去了

佢老公瓜咗好耐啰！	他丈夫死了很久了！

佢而家仲心大心细	他现在还是拿不定主意

佢而家唔得闲	他现在没空

佢而家唔得闲	他这会儿正忙着

佢而家好唔开心	他现在很不高兴

佢而家就风流啰	他现在就大出风头了

佢而家肯定去揾周公啦	他现在肯定已经睡了

佢而家开紧会	他现在开会

佢而家开紧会，唔该四个字之后大嚟啦	他现在开会，请20分钟以后打来

佢而家食紧饭	他现在正吃着饭

佢耐不耐都会嚟封信	他时不时都会来一封信

佢耐唔中嚟吓	他偶尔来一次

佢声线几好	他的音色不错

佢听日就要还钱，而家周围去扑水	他明天就要还钱，现在到处去筹钱

佢脚骨好使得，一日行七八十里路仲好平常	他的脚杆子很棒，一天走七八十里路还很平常

佢自己唔争气，你肉紧都冇用呀	他自己不争气，你干着急也没用

佢自己嘅事自己都唔紧	他自己的事自己都不急

佢自细就钟意读书	他从小就喜爱读书

佢着起呢件衫零舍威水	他穿起这件衣服格外神气

佢蛇咗去边呢	他上哪儿去了？

佢蚀咗好多钱	他亏了大本

佢行到趷吓趷吓，脚好似好痛	他走得一拐一拐的，脚似乎很痛

佢行极都唔癐	他怎么走也不累

佢行极都唔癐	他怎么走也不累

佢行行吓忽然仆低喺地下	他走着走着忽然趴在地上

佢行过我张枱顺手就挞咗我枝笔去用	他经过我的桌子顺手就拿走我的笔去用

佢行过连我枝笔都擸埋	他把我这枝笔也占有了

佢行开咗	他不在这里

佢行开咗	他没在这里

佢行开嗰阵，李小姐嚟负责佢嘅电话	他离开时，李小姐会来负责他的电话

佢行头	他走在前头

佢表演呢项杂技，唔使吊威也，真系犀利	他表演这项杂技，不用系安全绳，真厉害

佢要噉成半	他要了足有一半 

佢见到梗系扯晒火	他看到当然很生气

佢见到肯定扯晒火	他看到了一定很生气

佢见好辛苦㖞，搭车罢啦	他说觉着很难受，坐车得了

佢诈假意吓你噶咋	他只是闹着玩吓唬你而已

佢诈假意吓你噶咋	他只是闹着玩吓唬你而已

佢诈谛唔识我	他假装不认识我

佢话一阵出黎再同我倾	他说一会儿出来再跟我谈

佢话一阵放工一齐走	他说一会儿下班一起走

佢话乜都唔关佢事，真系识卸膊	他说什么都与他无关，真会推卸责任

佢话佢唔认得我	他说他不认识我

佢话口未完，只白鸽就变走咗嘞	他话音刚落，那只鸽子就变没了

佢话名系经理，其实冇实权嘅	他名义上是经理，其实没实权

佢话名系董事啫，乜都唔理	他是名义上的董事罢了，什么也不管

佢话唔系佢做个㖞	他说不是他做的

佢话唔去㖞	他说不去啦

佢话晒都系我大佬	他好歹也是我老大

佢话听日先同我讲地点	他说明天才告诉我地点

佢话落畀佢个仔噶喇	他吩咐他的儿子了

佢话要煮啲好嘢畀大家食，骚吓quali㖞	他说要给大家做点好吃的，显显本领

佢谂到定晒形	他想得发愣

佢谂咗一阵	他想了一会儿

佢讲啲嘢同今次嘅主题都唔挐耕嘅	他讲的话跟这次的主题一点儿也不沾边

佢讲啲说话好阴毒	他说的话很恶毒

佢讲嘅说话骨痹到死	他说的那些话肉麻得要命

佢讲嘢好乸型	他说话一副娘娘腔

佢讲得似层层，唔到你唔信	他说得好像真有其事，不由你不相信

佢讲得冇错	他说得对

佢讲亲嘢都系阴声细气	他说话经常都是小声小气的

佢讲亲嘢都零舍长气嘅	他每次发言时间都特别长

佢讲话冇谱嘅	他说话可没准儿

佢讲话叽叽趷趷，唔知做乜	他说话结结巴巴的，不知道为什么

佢讲话激动到口水花喷喷	他说话激动得唾沫横飞

佢贪得意学人食烟，而家想戒就艰难喇	他图好玩儿学着别人吸烟，现在想戒烟就难哪

佢买咗好多嘢，一个人一揪一掕噉拎翻嚟	他买了很多东西，自己大包小包地提了回来

佢买嘢好似伯爷婆咁腌尖	他买东西像老太太那么吹毛求疵

佢买嘢好腌尖嘅	他买东西很爱挑剔的

佢赌起嚟好狼胎噶	他赌起来就不要命了

佢超速驾驶畀警察找牌	他超速驾驶让警察把驾照号码登记下来

佢越做越精神	他越干越精神

佢跌崩个头，真阴功咯	他摔破了头，真可怜

佢踢亲嚿石	他踢着了一块石头

佢输到眼光光	他输得干瞪眼

佢输咗畀佢徒弟，梗系条气唔顺啦	他输给了他的徒弟，当然是不服气啦

佢输清光咁滞，赢番一场都算系执番身彩	他差不多全输光了，后来赢回一场，也算捡回点儿幸运吧

佢逼我叫你选佢做班长	他逼我叫你选他当班长

佢边个嘅说话都听唔入耳，你唔使嘥气嘞	他是谁的话都听不进去，你别白费劲儿了

佢边度学似你咁晏至起身噶！	他哪像你这么晚才起来！

佢边有咁小器！	他哪有那么小气！

佢边有咁神心学书法吖，贪玩之嘛	她哪里有恒心学书法，闹着玩罢了

佢部机器擦到擸擸炩	他的那台机器擦得锃亮

佢都咁大个啰，留佢系屋企赚晒米饭	他都已经这么大了，留他在家里白费米饭

佢都唔知丑嘅	他真没羞臊

佢都学得几快嗰噃！	他也学得挺快的！

佢都几熟性嘅	他算是通情达理的了

佢都想喊咯，咪惹佢喇	他都想哭了，不要逗他了

佢都明噶喇	他也懂的

佢都算大命，噉都死唔去	他真是命大，这样也居然死不了

佢开完会直头翻屋企	他开完会直接回家

佢只手挽住个箩	她的胳膊挎着一个小提箩

佢只手有啲震	他的手有点发抖

佢只手畀滚水焫亲	他的手给开水烫了

佢只脚鬼咁大	他的脚大得要命

佢只脚鬼死咁大	他的脚大得要命

佢只脚鬼死咁大	他的脚大得要命

佢虽然年纪细细，捉围棋都似模似样	他虽然小小年纪，围棋还下得像模像样的

佢鸡咁脚走咗，煲汤滚晒都唔知，仲差啲火烛嘞	她急急忙忙走了，熬的汤都潽出来了，还差点儿着火呢

佢难服侍啲	她难伺候一点

佢头先话赚咗笔大钱，我就打蛇随棍上，叫佢捐啲畀我哋	他刚才说赚了很大一笔钱，我就顺水推舟，叫他给我们捐点钱

佢头又未梳，鞋都未着好，真系咧气	他头也没梳，鞋也没穿好，真够狼狈的

佢头头唔肯讲，卒之畀我剒咗出嚟	他开始不肯说，最后终于让我套了出来

佢额头好焮，发烧都唔定	他额头很烫，说不定是发烧

佢食唔落就唔好扤佢食	他吃不下就别勉强他吃

佢食亲虾蟹都皮肤过敏嘅	他一吃虾蟹就皮肤过敏

佢食斋嘅，你买咁多虾把鬼咩？	他是吃素的，你买这么多虾有什么用？

佢饮到醉醉哋	他喝得酩酊大醉

佢惊到瞓唔着	他吓得睡不着觉

佢惊到瞓唔着	他吓得睡不着觉

佢松咗人咯	他开小差走了

佢鬼咁谮气，讲话好似鸡啄唔断噉	他唠叨极了，说话没个完

佢鬼咁谮气，讲话好似鸡啄唔断噉	他唠叨极了，说话没个完

佢点条黑路畀我行	他指一条黑道让我走

佢点极都唔明！	怎么提示他都不明白！

佢点解要呃我呀？	他为什么要骗我？

使乜估估吓	何必瞎猜

使乜估估吓，去睇咪知呀	何必瞎猜，去看了就清楚了

使乜咁恶死吖！	何必那么厉害呢！

使乜咁肉紧	用不着那么紧张

使乜手脚发抖吖	何必惊慌失措呢

使人嚟买	派人来买

使唔使咁贵呀？	用得着那么贵吗？

使唔使将我份报告印一份畀你？	你要我把我的报告印一份给你吗？

使唔使我帮手呀？	要不要我帮忙？

来日方长，咪搏到尽	来日方长，别全都拼了

例牌系噉嘅	惯例是这样的

例牌跟呢度行	惯例是从这里走

依度发生乜嘢事呀？	这里发生了什么事？

系人都想有啖安乐茶饭食噶喇	人人都想平平安安地过衣食无忧的日子啦

系人都知	谁都知道

系人都知呢度热天成日落雨嘅啦	谁都知道这里夏天总是下雨

系你大晒呀？	你以为你很了不起？

系你自己攞嚟噶	是你自找的

系你至帮到我噶啫	只有你才帮得到我

系佢攞走咗，的而且确	是他拿走的，确确实实没错

系佢自己攞嚟噶啫	是他自找的

系佢话畀我知嘅	是他告诉我的

系佢阴我呀！	是他害我的！

系呀！	是啊！

系呀，唔该晒	是的，谢谢

系呢个地埗咯	是这个地方了

系呢，去边度玩吖？	对了，上哪儿玩呢？

系咁之嘛，使乜紧张	就是这样的呐，干么紧张

系咁就惨喇！	要真是这样，就糟了

系咩？	是吗？

系咪今日瞓得太耐，而家点都瞓唔着	是不是今天睡得太久了，现在怎么也睡不着

系咪佢叫你噉做呀？	是不是他叫你这样做呢？

系咪傻咗？	是不是傻了？

系咪呢一个？	是不是这个？

系咪噉嘅意思呀？	是不是这个意思？

系咪噉噶？	是不是这样？

系咪噶？	是不是啊？

系咪好癫呀？	很疯狂吧？

系咪净系得我哋可以知先？定个个都可以知噶？	是不是只有我们才可以知道？还是人人都可以知道？

系咪痴线噶？	是不是神经病啊？

系咪发生啲咩啫？	是否发生了什么事？

系咪真系得咗	是不是真的行了

系咪真噶？	是不是真的？

系唔系呀？	是不是？

系唔系咁做呀？	是不是这么做？

系唔系噶？	是不是啊？

系唔系好啲呀？	是不是好一点？

系唔系寄失咗呀？	是不是寄丢了？

系唔系想我同你松骨呀？	是不是想让我揍你一顿？

系唔系撑我先？	你支不支持我？

系唔系要预订房呀？	要预订房间吗？

系唔系请贵方报吓产品嘅价钱先呢？	贵方是否先报一下产品的价格？

系唔系黐线噶？	是不是疯了？

系㖞，好咗好多啦	是好多了

系噉又点呀？	是那样又怎么样？

系噉噶啦	是这样的了

系噉，早啲翻咯噃	那么早点回来啦

系我哋唔啱	是我们不对

系我嚟早咗啫	是我早来了而已

系我谂多咗啫	是我想太多了而已

系我讲嘅，唔系佢	是我说的，不是他

系朋友使乜讲埋呢啲嘢噶？	朋友之间还用得着说这些吗？

系格，佢亲自讲畀我知格	是的，他亲口对我说的

系白撞雨，一阵间就出热头	是过云雨，一会儿就出太阳

系罗，都系佢去好	对，还是他去的好

系关于边方面嘅？	是关于哪一方面的？

系点你就话点，咪赖猫	是怎么样你就说怎么样，别赖皮

系点就点，咪扮嘢嘞	是怎么样就怎么样，别装模作样了

俗话讲：行行出状元，只要勤力做嘢，就会成功	俗话说：行行出状元，只要努力工作，就会成功

俗语话：大食懒起身晏	俗话说，骨头懒起得晚

信？好难呢！	信？我才不信！

修咗呢个水库，天时旱就唔怕喇	修了这个水库，旱季就不怕了
